id_user,user_name,location,created_at,text
1165653658115170305,ccorreia72,"Auburn, AL",2019-08-25 15:54:23,Great article @JonoWilly and @MenInBlazers! And I bet your readers would love @gwenoxenham fantastic book about pick up soccer games around the world: https://t.co/dGpDj7cxEp https://t.co/RjnJa2MuNS
1165342875640639488,CyLakesGSoccer,"Katy, TX",2019-08-24 19:19:27,"I love that each one of these girls is a dual-sport athlete! 3 soccer, 1 @lakes_track, and 1 @CyLakesSoftball! https://t.co/wGg2GwQiwO"
1165376326267809794,TanyaKeith,"Des Moines, Iowa",2019-08-24 21:32:22,Thank you so much to everyone who is sharing my #AUnitedFront story. The love I'm getting from both @timbersarmy and @WeAreECS means so much to me. I was nervous posting this but I'm so glad I did it. https://t.co/R1OkGurd7c
1165376326267809794,TanyaKeith,"Des Moines, Iowa",2019-08-24 21:32:22,Thank you so much to everyone who is sharing my #AUnitedFront story. The love I'm getting from both @timbersarmy and @WeAreECS means so much to me. I was nervous posting this but I'm so glad I did it. https://t.co/R1OkGurd7c
1165652554283401216,jadiorbelIa,France,2019-08-25 15:50:00,"fav thing to make for dinner? — now yall think im a soccer mom...im not complaining i love pretending to be an adult,, BUT recently i just love some simple salmon toast with some butter, or shrimps cooked with honey if im feeling… https://t.co/M7jab4Q82b"
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165355684885610496,flickersxb,,2019-08-24 20:10:21,i love how people around me cry over a soccer game but if i cry because of a band or a singer they'd judge me
1165645948929753088,DiCiccoMethod,,2019-08-25 15:23:45,"I love all the pictures, all the tweets from last night. This is what the future of the @WashSpirit looks like. This is what the future of the @NWSL looks like. This is what the future of women’s soccer looks like. Either you know this or you will. It’s inevitable. https://t.co/AGSRPuPLWe"
1165645948929753088,DiCiccoMethod,,2019-08-25 15:23:45,"I love all the pictures, all the tweets from last night. This is what the future of the @WashSpirit looks like. This is what the future of the @NWSL looks like. This is what the future of women’s soccer looks like. Either you know this or you will. It’s inevitable. https://t.co/AGSRPuPLWe"
1165645948929753088,DiCiccoMethod,,2019-08-25 15:23:45,"I love all the pictures, all the tweets from last night. This is what the future of the @WashSpirit looks like. This is what the future of the @NWSL looks like. This is what the future of women’s soccer looks like. Either you know this or you will. It’s inevitable. https://t.co/AGSRPuPLWe"
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165638363275284483,Adiojoe_,,2019-08-25 14:53:36,"Was gonna do a surprise stream today guys, but I managed to sprain my ankle at soccer today I'll try my best to get on tomorrow! Love you all 💜."
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165637264195694593,76KVP,"New Jersey, USA",2019-08-25 14:49:14,"Never in my life did I think I’d ever convert my wife Rexy  into being a soccer fan but here she is killing it daily in her second season now.  Love you &amp; your diehard @PhilaUnion  Support / Rage Rexy. .
.
#philaunion #philadelphiaunion #mls #joinordie #weareone #sonsofben #DOOP https://t.co/o9OP0Jyjbl"
1165636908908724226,gkuchar4,sc: grace410,2019-08-25 14:47:50,happy birthday tessie💖💖💖 thank you for being the BEST soccer buddy&lt;3 can i come shadow?? love you bestie have a great day (kinda scary how you’re 18 lmaooo) see you monday 😉 https://t.co/YVHG2bLLfk
1165634776201617415,HSamnan,"Zaria, Nigeria",2019-08-25 14:39:21,@leboMotloung Really love playing a Ying soccer....wish I could be part of a team
1165428122029830146,Gnash00,"Smashville, TN",2019-08-25 00:58:11,It’s pretty well known I love soccer too. Heck even Blackhawk fans know this somehow. Every time they see me they call me “Son of a pitch”. https://t.co/IaYLY8fF9H
1165632461625184257,f42r1nh0,"Jakarta, Indonesia",2019-08-25 14:30:09,"@DPariseRacing @Colts To be honest, he's the reason why i watch NFL highlights. A true gentleman indeed in the gridiron. Probably he gets tackled so much cause he's too nice. I love him even more cause he loves soccer, my favourite sport. He played the sport when he was living in england. (1/2)"
1165630949276758016,BearsAustin,,2019-08-25 14:24:09,@F_cisco2020 Baseball players can hold their own in pretty much any sport. I’d love to see some soccer player try to hit against a pitcher with a 100 mph fastball and a change up that looks identical but is actually slower. Or a breaking ball that looks like a whiffle ball
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165629606206066689,FaraiMberi,"Cape Town, South Africa",2019-08-25 14:18:49,@Boitumelo_gash @THAT_mavee Most heterosexual men - if not all -are adrenalin junkies. Soccer just happens to be the most common but guaranteed every guy has an action sport they love to watch. Wrestling is another thing i’ve seen old men like Lol
1165342875640639488,CyLakesGSoccer,"Katy, TX",2019-08-24 19:19:27,"I love that each one of these girls is a dual-sport athlete! 3 soccer, 1 @lakes_track, and 1 @CyLakesSoftball! https://t.co/wGg2GwQiwO"
1165627697919385601,MartinMlndz,"Charlotte, NC",2019-08-25 14:11:14,"Taking this break from soccer has been the best decision. I love the game, but my body really appreciates the rest."
1164000897375993856,PatMcAfeeShow,Indianapolis,2019-08-21 02:26:54,"Love when a good soccer-football crossover video dominates the internet.

I’m a fan of @CarliLloyd making a run at kicking full time.. That ball had beautiful rotation #ForTheBrand

My world’s colliding gives me an excuse 2 post this video again

All Gas.  https://t.co/as5WbbrLEm"
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165626133292998657,livs_a_lefty,a gym near you,2019-08-25 14:05:01,omg. i love soccer sm. &lt;3
1165625623185956865,Gersh204,"Da Bronx, now Long Island",2019-08-25 14:02:59,"@MichaelDell Re:Sunderland, I am an American-Sunderland fan. If you love soccer, make the deal. Look forward to getting to the Stadium of Light one day with you"
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165619536542011398,cunningpscott,"Miami, FL",2019-08-25 13:38:48,Would love to see the statistics but I’m pretty sure the long throw is the most dangerous set piece in soccer. It’s basically a penalty kick
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165618290003259397,nancyRN55,,2019-08-25 13:33:51,@05gEcnl @fieldzee11 @MND_soccer Lauren is fierce out there!!!!  Love watching her play!!!!  Although I prefer them to be on the same team.  #oepride . 😘
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165428122029830146,Gnash00,"Smashville, TN",2019-08-25 00:58:11,It’s pretty well known I love soccer too. Heck even Blackhawk fans know this somehow. Every time they see me they call me “Son of a pitch”. https://t.co/IaYLY8fF9H
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165613301428084736,Peevish_Dude,░░░░░░░░,2019-08-25 13:14:01,"@KingJames Don't break my heart man. 
I love you as a fellow bballer. 
Leave soccer outta this. We'd never see eye to eye 😤😤"
1165613171203334147,LEHSMensSoccer,,2019-08-25 13:13:30,"⚫️⚪️SENIOR SPOTLIGHT⚪️⚫️
Parker Crowell 
#9
Forward
Hype song: Born in the USA 
Advice to incoming players: Come to as many things pre-season as you can. It may seem useless but in the end it’s very beneficial
Why I love soccer: Playing alongside my friends and having a good time https://t.co/BdUloNBAwM"
1165342875640639488,CyLakesGSoccer,"Katy, TX",2019-08-24 19:19:27,"I love that each one of these girls is a dual-sport athlete! 3 soccer, 1 @lakes_track, and 1 @CyLakesSoftball! https://t.co/wGg2GwQiwO"
1165608145739292672,MabusaMalose,"Pretoria,",2019-08-25 12:53:32,@bambo_johnson Grootman is Isaac here in mamelodi and I am with my friends listening to u good music good selection we love it keep up the good work forget about soccer your time will come back broer
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165606438628208640,CellRainey,"Dallas, Texas",2019-08-25 12:46:45,"SO cool to see my girl Loryn doing her thing yesterday afternoon!!! Love her so much and miss her running @thecell4life but, I’m really proud to see her in school and kicking a$$ in her sport.  #studentathlete #soccer #I4L #beelite https://t.co/pkszX8LskQ"
1165428122029830146,Gnash00,"Smashville, TN",2019-08-25 00:58:11,It’s pretty well known I love soccer too. Heck even Blackhawk fans know this somehow. Every time they see me they call me “Son of a pitch”. https://t.co/IaYLY8fF9H
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165342875640639488,CyLakesGSoccer,"Katy, TX",2019-08-24 19:19:27,"I love that each one of these girls is a dual-sport athlete! 3 soccer, 1 @lakes_track, and 1 @CyLakesSoftball! https://t.co/wGg2GwQiwO"
1165032667844403200,WolfieMueller,"Oklahoma City, OK",2019-08-23 22:46:47,"Voted in MAPS 2. Voted against. MAPS 3. I will be voting yes on MAPS 4. 

We need homeless help. 
We need mental health help. 
We need arenas to bring in more things to okc. 
I would love to see professional soccer 
I would love to see a new animal... https://t.co/4MxBSqeUsl"
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165596752193261568,AmmarshaR,13950,2019-08-25 12:08:16,"I made The Amateurs as a form of commitment, so that I write about sports I love and that includes soccer.

This is my first ever soccer article. It’s about managers influenced by Jürgen Klopp and the similarities in their tactical preferences.

https://t.co/I3QcLRUHB7"
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165593756818706432,therealnissniss,SYD,2019-08-25 11:56:21,"What an amazing season 💙❤️ I love all y’all ⚽️ so sad it’s over 😥 #soccer #team @ Sydney, Australia https://t.co/rwIa8NiO03"
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165589500602605569,HowonsYaya,인피니트 (7) ∝,2019-08-25 11:39:27,"Oooh howon, I love soccer too!!!"
1165591371492802560,JayMoshell,"Pensacola, FL",2019-08-25 11:46:53,"@MarkWemken I played soccer for 20yrs, 14 yrs at gk. Fractured my arm in 3 places in my last game, I had never been injured before. That was almost 12 yrs ago. You can love the game and still hang up the cleats."
1165589771109969920,jaybillionairee,Moon,2019-08-25 11:40:31,"@ayanabijoux Never mind 🙄 . Mark my words today , you will fall in love with soccer when that time comes and I foresee you he will be a Tottenham fan  🙄🙄😞... it's a prophecy , write it down . ☝️"
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165589500602605569,HowonsYaya,인피니트 (7) ∝,2019-08-25 11:39:27,"Oooh howon, I love soccer too!!!"
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165588452198322176,jvsthowon,201206 이호원 제대한날,2019-08-25 11:35:17,"190825 hoya ig live

fan asked he seem to fell in love with soccer alot these days and when he read that he was like oh i love this qs!😂 he said playing soccer really gave him lot of strength these days he also he used to dream abt being a soccer player😂 https://t.co/sQZnHXsYpW"
1165588237450129409,GottImNetz,,2019-08-25 11:34:26,"@karahead_ @YABEISU I love how complaining on national football (soccer) coverage is a global phenomenon,makes me wonder how it should be"
1165429835109470213,samstejskal,Boston,2019-08-25 01:04:59,"Two grown men with highlights, trying — and failing! — to head butt each other. One gets a red. This is MLS. This is soccer. I love it."
1165583787138453504,Sweetie44974699,,2019-08-25 11:16:45,@Makheshakheshy @orlandopirates @GreenEaglesFC4 I love soccer with all my heart I played when I was 7 till 17 years
1165580657638068224,soccerlover0414,,2019-08-25 11:04:18,"i love soccer, how about you?? #soccer"
1144987023800881153,karinaleblanc,world,2019-06-29 15:12:33,"I love and can soccer ⚽️ 
@Oprah loves and can play ⚽️... 
Clearly we we meant to be best friends. 💃🏽❤️
Love that everyone is supporting and enjoying our game! https://t.co/s1E3pUucfO"
1165568343870443520,princesswhatnow,,2019-08-25 10:15:23,"cancelled lol I feel bad but I'm not in the mood to talk to some stranger about soccer so I'm staying home, ordering a pizza and studying we love a boring ass dummy 🙃 https://t.co/Yju8abkpgz"
1165565829066493952,Blessin75612250,"Kempton Park, South Africa",2019-08-25 10:05:23,I love and offer Sports training and our target is the girl child: Soccer; Swimming; Basketball; Tennis. We are after developing a wholesome athlete from amateur to pro.
1165565535657975808,soccerlover0414,,2019-08-25 10:04:13,"i know you love your family. then why don't you love your team mates, coach, fans. there are you families! they should be your fami #soccer"
